,Winner,Turn,Strategy,Goal
223,royalblue,35,Aggressive,BE
224,black,31,Neutral,BE
225,royalblue,30,Aggressive,BE
226,royalblue,27,Aggressive,BE
227,royalblue,25,Aggressive,BE
228,royalblue,32,Aggressive,BE
229,royalblue,39,Aggressive,BE
230,black,30,Neutral,BE
231,royalblue,32,Aggressive,BE
232,royalblue,33,Aggressive,BE
233,black,31,Neutral,BE
234,royalblue,30,Aggressive,BE
235,royalblue,24,Aggressive,BE
236,black,33,Neutral,BE
237,black,31,Neutral,BE
238,royalblue,32,Aggressive,BE
239,royalblue,38,Aggressive,BE
240,royalblue,32,Aggressive,BE
241,royalblue,27,Aggressive,BE
242,royalblue,24,Aggressive,BE
243,royalblue,24,Aggressive,BE
244,black,32,Neutral,BE
245,royalblue,27,Aggressive,BE
246,royalblue,31,Aggressive,BE
247,royalblue,28,Aggressive,BE
248,royalblue,37,Aggressive,BE
249,royalblue,22,Aggressive,BE
250,black,26,Neutral,BE
251,royalblue,30,Aggressive,BE
252,fuchsia,37,Passive,BE
253,royalblue,25,Aggressive,BE
254,black,34,Neutral,BE
255,black,41,Neutral,BE
256,black,25,Neutral,BE
257,black,27,Neutral,BE
258,royalblue,34,Aggressive,BE
259,black,33,Neutral,BE
260,fuchsia,31,Passive,BE
261,fuchsia,35,Passive,BE
262,royalblue,23,Aggressive,BE
263,fuchsia,28,Passive,BE
264,royalblue,23,Aggressive,BE
265,fuchsia,33,Passive,BE
266,black,36,Neutral,BE
267,fuchsia,37,Passive,BE
268,fuchsia,34,Passive,BE
269,black,33,Neutral,BE
270,black,33,Neutral,BE
271,royalblue,27,Aggressive,BE
272,royalblue,35,Aggressive,BE
273,royalblue,26,Aggressive,BE
274,royalblue,32,Aggressive,BE
275,black,32,Neutral,BE
276,black,31,Neutral,BE
277,fuchsia,30,Passive,BE
278,royalblue,25,Aggressive,BE
279,royalblue,25,Aggressive,BE
280,royalblue,33,Aggressive,BE
281,royalblue,27,Aggressive,BE
282,royalblue,33,Aggressive,BE
283,royalblue,27,Aggressive,BE
284,royalblue,23,Aggressive,BE
285,royalblue,26,Aggressive,BE
286,black,37,Neutral,BE
287,royalblue,24,Aggressive,BE
288,royalblue,24,Aggressive,BE
289,royalblue,29,Aggressive,BE
290,fuchsia,32,Passive,BE
291,royalblue,26,Aggressive,BE
292,black,29,Neutral,BE
293,royalblue,21,Aggressive,BE
294,black,39,Neutral,BE
295,royalblue,34,Aggressive,BE
296,fuchsia,31,Passive,BE
297,royalblue,29,Aggressive,BE
298,royalblue,25,Aggressive,BE
299,royalblue,31,Aggressive,BE
300,fuchsia,28,Passive,BE
301,royalblue,27,Aggressive,BE
302,royalblue,27,Aggressive,BE
303,royalblue,25,Aggressive,BE
304,black,34,Neutral,BE
305,royalblue,21,Aggressive,BE
306,royalblue,42,Aggressive,BE
307,black,30,Neutral,BE
308,black,35,Neutral,BE
309,fuchsia,29,Passive,BE
310,black,34,Neutral,BE
311,royalblue,32,Aggressive,BE
312,royalblue,42,Aggressive,BE
313,black,34,Neutral,BE
314,royalblue,37,Aggressive,BE
315,black,31,Neutral,BE
316,royalblue,29,Aggressive,BE
317,royalblue,30,Aggressive,BE
318,royalblue,29,Aggressive,BE
319,black,31,Neutral,BE
320,black,29,Neutral,BE
321,black,29,Neutral,BE
322,royalblue,41,Aggressive,BE
323,royalblue,23,Aggressive,BE
324,black,34,Neutral,BE
325,fuchsia,36,Passive,BE
326,royalblue,38,Aggressive,BE
327,black,29,Neutral,BE
328,royalblue,27,Aggressive,BE
329,fuchsia,47,Passive,BE
330,fuchsia,39,Passive,BE
331,fuchsia,30,Passive,BE
332,royalblue,30,Aggressive,BE
333,royalblue,27,Aggressive,BE
334,royalblue,33,Aggressive,BE
335,black,30,Neutral,BE
336,royalblue,36,Aggressive,BE
337,black,25,Neutral,BE
338,royalblue,32,Aggressive,BE
339,royalblue,29,Aggressive,BE
340,royalblue,36,Aggressive,BE
341,royalblue,25,Aggressive,BE
342,fuchsia,39,Passive,BE
343,royalblue,33,Aggressive,BE
344,black,32,Neutral,BE
345,royalblue,24,Aggressive,BE
346,royalblue,24,Aggressive,BE
347,black,26,Neutral,BE
348,royalblue,32,Aggressive,BE
349,fuchsia,38,Passive,BE
350,royalblue,28,Aggressive,BE
351,black,36,Neutral,BE
352,royalblue,24,Aggressive,BE
353,black,25,Neutral,BE
354,royalblue,28,Aggressive,BE
355,black,35,Neutral,BE
356,fuchsia,41,Passive,BE
357,royalblue,30,Aggressive,BE
358,royalblue,24,Aggressive,BE
359,fuchsia,35,Passive,BE
360,royalblue,30,Aggressive,BE
361,royalblue,22,Aggressive,BE
362,royalblue,23,Aggressive,BE
363,fuchsia,40,Passive,BE
364,royalblue,31,Aggressive,BE
365,fuchsia,27,Passive,BE
366,black,40,Neutral,BE
367,fuchsia,31,Passive,BE
368,fuchsia,31,Passive,BE
369,fuchsia,31,Passive,BE
370,black,27,Neutral,BE
371,royalblue,30,Aggressive,BE
372,black,31,Neutral,BE
373,black,28,Neutral,BE
374,royalblue,27,Aggressive,BE
375,black,34,Neutral,BE
376,black,36,Neutral,BE
377,fuchsia,30,Passive,BE
378,royalblue,25,Aggressive,BE
379,royalblue,32,Aggressive,BE
380,fuchsia,35,Passive,BE
381,black,32,Neutral,BE
382,royalblue,24,Aggressive,BE
383,black,26,Neutral,BE
384,black,29,Neutral,BE
385,royalblue,33,Aggressive,BE
386,fuchsia,29,Passive,BE
387,black,29,Neutral,BE
388,fuchsia,21,Passive,BE
389,black,28,Neutral,BE
390,royalblue,37,Aggressive,BE
391,royalblue,34,Aggressive,BE
392,royalblue,24,Aggressive,BE
393,black,37,Neutral,BE
394,royalblue,25,Aggressive,BE
395,royalblue,41,Aggressive,BE
396,royalblue,33,Aggressive,BE
397,royalblue,29,Aggressive,BE
398,royalblue,31,Aggressive,BE
399,royalblue,29,Aggressive,BE
400,royalblue,33,Aggressive,LA
401,royalblue,33,Aggressive,LA
402,royalblue,29,Aggressive,LA
403,royalblue,33,Aggressive,LA
404,royalblue,27,Aggressive,LA
405,royalblue,33,Aggressive,LA
406,royalblue,33,Aggressive,LA
407,royalblue,28,Aggressive,LA
408,fuchsia,36,Passive,LA
409,royalblue,25,Aggressive,LA
410,royalblue,25,Aggressive,LA
411,royalblue,38,Aggressive,LA
412,royalblue,27,Aggressive,LA
413,royalblue,30,Aggressive,LA
414,royalblue,29,Aggressive,LA
415,royalblue,26,Aggressive,LA
416,royalblue,25,Aggressive,LA
417,royalblue,36,Aggressive,LA
418,royalblue,29,Aggressive,LA
419,royalblue,21,Aggressive,LA
420,royalblue,33,Aggressive,LA
421,royalblue,33,Aggressive,LA
422,royalblue,21,Aggressive,LA
423,royalblue,27,Aggressive,LA
424,royalblue,27,Aggressive,LA
425,black,28,Neutral,LA
426,fuchsia,30,Passive,LA
427,royalblue,27,Aggressive,LA
428,royalblue,26,Aggressive,LA
429,fuchsia,33,Passive,LA
430,black,35,Neutral,LA
431,black,31,Neutral,LA
432,royalblue,33,Aggressive,LA
433,black,46,Neutral,LA
434,royalblue,23,Aggressive,LA
435,royalblue,29,Aggressive,LA
436,royalblue,32,Aggressive,LA
437,royalblue,39,Aggressive,LA
438,royalblue,30,Aggressive,LA
439,royalblue,34,Aggressive,LA
440,royalblue,24,Aggressive,LA
441,royalblue,31,Aggressive,LA
442,royalblue,32,Aggressive,LA
443,royalblue,29,Aggressive,LA
444,royalblue,34,Aggressive,LA
445,royalblue,27,Aggressive,LA
446,black,36,Neutral,LA
447,royalblue,42,Aggressive,LA
448,royalblue,39,Aggressive,LA
449,royalblue,30,Aggressive,LA
450,royalblue,27,Aggressive,LA
451,royalblue,34,Aggressive,LA
452,fuchsia,32,Passive,LA
453,royalblue,30,Aggressive,LA
454,royalblue,23,Aggressive,LA
455,royalblue,28,Aggressive,LA
456,royalblue,26,Aggressive,LA
457,royalblue,35,Aggressive,LA
458,black,36,Neutral,LA
459,royalblue,27,Aggressive,LA
460,royalblue,28,Aggressive,LA
461,royalblue,33,Aggressive,LA
462,royalblue,30,Aggressive,LA
463,royalblue,37,Aggressive,LA
464,royalblue,29,Aggressive,LA
465,royalblue,27,Aggressive,LA
466,royalblue,40,Aggressive,LA
467,royalblue,37,Aggressive,LA
468,black,28,Neutral,LA
469,royalblue,31,Aggressive,LA
470,royalblue,34,Aggressive,LA
471,royalblue,26,Aggressive,LA
472,royalblue,26,Aggressive,LA
473,royalblue,37,Aggressive,LA
474,royalblue,34,Aggressive,LA
475,royalblue,30,Aggressive,LA
476,black,32,Neutral,LA
477,royalblue,32,Aggressive,LA
478,fuchsia,27,Passive,LA
479,royalblue,24,Aggressive,LA
480,royalblue,28,Aggressive,LA
481,royalblue,37,Aggressive,LA
482,black,34,Neutral,LA
483,royalblue,24,Aggressive,LA
484,royalblue,33,Aggressive,LA
485,royalblue,32,Aggressive,LA
486,fuchsia,36,Passive,LA
487,royalblue,33,Aggressive,LA
488,black,38,Neutral,LA
489,royalblue,31,Aggressive,LA
490,royalblue,35,Aggressive,LA
491,royalblue,26,Aggressive,LA
492,royalblue,29,Aggressive,LA
493,royalblue,26,Aggressive,LA
494,black,30,Neutral,LA
495,royalblue,33,Aggressive,LA
496,royalblue,25,Aggressive,LA
497,royalblue,32,Aggressive,LA
498,black,35,Neutral,LA
499,royalblue,26,Aggressive,LA
500,royalblue,36,Aggressive,LA
501,royalblue,30,Aggressive,LA
502,royalblue,24,Aggressive,LA
503,fuchsia,34,Passive,LA
504,royalblue,33,Aggressive,LA
505,royalblue,36,Aggressive,LA
506,royalblue,37,Aggressive,LA
507,royalblue,26,Aggressive,LA
508,royalblue,35,Aggressive,LA
509,royalblue,34,Aggressive,LA
510,royalblue,25,Aggressive,LA
511,black,42,Neutral,LA
512,royalblue,31,Aggressive,LA
513,royalblue,25,Aggressive,LA
514,royalblue,37,Aggressive,LA
515,royalblue,33,Aggressive,LA
516,royalblue,27,Aggressive,LA
517,royalblue,32,Aggressive,LA
518,royalblue,33,Aggressive,LA
519,royalblue,26,Aggressive,LA
520,royalblue,38,Aggressive,LA
521,royalblue,34,Aggressive,LA
522,royalblue,30,Aggressive,LA
523,fuchsia,50,Passive,LA
524,royalblue,34,Aggressive,LA
525,royalblue,34,Aggressive,LA
526,royalblue,24,Aggressive,LA
527,royalblue,27,Aggressive,LA
528,royalblue,25,Aggressive,LA
529,black,39,Neutral,LA
530,black,40,Neutral,LA
531,royalblue,31,Aggressive,LA
532,royalblue,28,Aggressive,LA
533,black,33,Neutral,LA
534,royalblue,38,Aggressive,LA
535,royalblue,37,Aggressive,LA
536,fuchsia,40,Passive,LA
537,royalblue,35,Aggressive,LA
538,royalblue,30,Aggressive,LA
539,royalblue,26,Aggressive,LA
540,black,34,Neutral,LA
541,black,37,Neutral,LA
542,royalblue,33,Aggressive,LA
543,royalblue,45,Aggressive,LA
544,royalblue,30,Aggressive,LA
545,royalblue,26,Aggressive,LA
546,royalblue,34,Aggressive,LA
547,royalblue,26,Aggressive,LA
548,royalblue,27,Aggressive,LA
549,black,39,Neutral,LA
550,royalblue,34,Aggressive,LA
551,royalblue,36,Aggressive,LA
552,fuchsia,31,Passive,LA
553,royalblue,39,Aggressive,LA
554,fuchsia,37,Passive,LA
555,royalblue,30,Aggressive,LA
556,royalblue,32,Aggressive,LA
557,royalblue,41,Aggressive,LA
558,royalblue,28,Aggressive,LA
559,royalblue,29,Aggressive,LA
560,royalblue,27,Aggressive,LA
561,royalblue,39,Aggressive,LA
562,fuchsia,34,Passive,LA
563,royalblue,35,Aggressive,LA
564,royalblue,33,Aggressive,LA
565,royalblue,26,Aggressive,LA
566,fuchsia,33,Passive,LA
567,royalblue,30,Aggressive,LA
568,royalblue,26,Aggressive,LA
569,royalblue,25,Aggressive,LA
570,royalblue,28,Aggressive,LA
571,royalblue,22,Aggressive,LA
572,royalblue,30,Aggressive,LA
573,royalblue,35,Aggressive,LA
574,royalblue,36,Aggressive,LA
575,black,33,Neutral,LA
576,royalblue,31,Aggressive,LA
577,royalblue,28,Aggressive,LA
578,royalblue,33,Aggressive,LA
579,royalblue,25,Aggressive,LA
580,royalblue,52,Aggressive,LA
581,royalblue,31,Aggressive,LA
582,royalblue,26,Aggressive,LA
583,black,37,Neutral,LA
584,black,33,Neutral,LA
585,royalblue,29,Aggressive,LA
586,royalblue,34,Aggressive,LA
587,royalblue,30,Aggressive,LA
588,royalblue,34,Aggressive,LA
589,royalblue,33,Aggressive,LA
590,royalblue,34,Aggressive,LA
591,royalblue,33,Aggressive,LA
592,royalblue,24,Aggressive,LA
593,royalblue,25,Aggressive,LA
594,royalblue,32,Aggressive,LA
595,royalblue,41,Aggressive,LA
596,fuchsia,43,Passive,LA
597,fuchsia,38,Passive,LA
598,royalblue,23,Aggressive,LA
599,royalblue,33,Aggressive,LA
